ORIGID,CountyName,Covid Density,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
1,Carlow,Medium,56932,11/1/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,554,973.0907047,,,319348.5725,2432351721
2,Cavan,High,76176,11/1/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2062,2706.889309,,,515954.4965,5575009911
3,Clare,Medium,118817,11/1/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1311,1103.377463,,,1013948.95,8722541706
4,Cork,Medium,542868,11/1/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5572,1026.400525,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/1/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2180,1369.415549,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/1/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,24109,1789.352355,,,449433.5318,2612632655
7,Galway,Low,258058,11/1/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2330,902.8977982,,,1972288.286,17079158586
8,Kerry,Low,147707,11/1/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1092,739.3014549,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/1/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3763,1691.205551,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/1/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,775,780.9980651,,,453397.5722,5585391835
11,Laois,Medium,84697,11/1/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,838,989.4093061,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/1/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,230,717.7630758,,,453253.685,4618679673
13,Limerick,Medium,194899,11/1/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2075,1064.654,,,673892.6905,7206726912
14,Longford,Medium,40873,11/1/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,578,1414.136472,,,315245.1728,3097977869
15,Louth,Medium,128884,11/1/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1700,1319.015549,,,352203.5172,2386326963
16,Mayo,Low,130507,11/1/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1191,912.5947267,,,2101964.077,16036984139
17,Meath,Medium,195044,11/1/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,2974,1524.784151,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/1/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1119,1822.891213,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/1/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1043,1337.848411,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/1/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,789,1222.421914,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/1/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,642,979.6292058,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/1/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1223,766.5164553,,,781276.5797,11551196729
23,Waterford,Low,116176,11/1/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,752,647.2937612,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/1/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1418,1597.386504,,,422669.3327,5208705730
25,Wexford,Low,149722,11/1/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1096,732.0233499,,,589324.4767,6332221063
26,Wicklow,Low,142425,11/1/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1310,919.7823416,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/2/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,556,976.6036675,,,319348.5725,2432351721
2,Cavan,High,76176,11/2/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2075,2723.955051,,,515954.4965,5575009911
3,Clare,Medium,118817,11/2/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1313,1105.060724,,,1013948.95,8722541706
4,Cork,Medium,542868,11/2/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5595,1030.637282,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/2/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2195,1378.838133,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/2/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,24198,1795.95787,,,449433.5318,2612632655
7,Galway,Low,258058,11/2/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2334,904.4478373,,,1972288.286,17079158586
8,Kerry,Low,147707,11/2/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1098,743.3635508,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/2/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3778,1697.947003,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/2/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,783,789.0599807,,,453397.5722,5585391835
11,Laois,Medium,84697,11/2/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,846,998.854741,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/2/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,230,717.7630758,,,453253.685,4618679673
13,Limerick,Medium,194899,11/2/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2081,1067.732518,,,673892.6905,7206726912
14,Longford,Medium,40873,11/2/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,580,1419.029677,,,315245.1728,3097977869
15,Louth,Medium,128884,11/2/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1717,1332.205704,,,352203.5172,2386326963
16,Mayo,Low,130507,11/2/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1198,917.9584237,,,2101964.077,16036984139
17,Meath,Medium,195044,11/2/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3009,1542.72882,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/2/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1126,1834.294465,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/2/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1043,1337.848411,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/2/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,795,1231.717898,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/2/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,650,991.8364233,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/2/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1234,773.4107162,,,781276.5797,11551196729
23,Waterford,Low,116176,11/2/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,768,661.0659689,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/2/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1426,1606.398558,,,422669.3327,5208705730
25,Wexford,Low,149722,11/2/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1101,735.3628725,,,589324.4767,6332221063
26,Wicklow,Low,142425,11/2/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1310,919.7823416,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/3/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,556,976.6036675,,,319348.5725,2432351721
2,Cavan,High,76176,11/3/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2078,2727.8933,,,515954.4965,5575009911
3,Clare,Medium,118817,11/3/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1320,1110.952136,,,1013948.95,8722541706
4,Cork,Medium,542868,11/3/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5642,1039.295004,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/3/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2211,1388.888889,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/3/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,24343,1806.719664,,,449433.5318,2612632655
7,Galway,Low,258058,11/3/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2369,918.0106798,,,1972288.286,17079158586
8,Kerry,Low,147707,11/3/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1118,756.9038705,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/3/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3790,1703.340165,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/3/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,794,800.1451145,,,453397.5722,5585391835
11,Laois,Medium,84697,11/3/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,850,1003.577458,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/3/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,230,717.7630758,,,453253.685,4618679673
13,Limerick,Medium,194899,11/3/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2107,1081.072761,,,673892.6905,7206726912
14,Longford,Medium,40873,11/3/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,581,1421.47628,,,315245.1728,3097977869
15,Louth,Medium,128884,11/3/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1724,1337.636945,,,352203.5172,2386326963
16,Mayo,Low,130507,11/3/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1210,927.1533328,,,2101964.077,16036984139
17,Meath,Medium,195044,11/3/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3029,1552.982917,,,554844.7505,6658570746
18,Monaghan,Medium,61386,11/3/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1129,1839.181572,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/3/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1041,1335.283026,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/3/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,808,1251.859197,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/3/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,656,1000.991836,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/3/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1245,780.304977,,,781276.5797,11551196729
23,Waterford,Low,116176,11/3/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,773,665.3697838,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/3/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1434,1615.410612,,,422669.3327,5208705730
25,Wexford,Low,149722,11/3/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1101,735.3628725,,,589324.4767,6332221063
26,Wicklow,Low,142425,11/3/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1316,923.9950851,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/4/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,562,987.142556,,,319348.5725,2432351721
2,Cavan,High,76176,11/4/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2083,2734.457047,,,515954.4965,5575009911
3,Clare,Medium,118817,11/4/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1334,1122.734962,,,1013948.95,8722541706
4,Cork,Medium,542868,11/4/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,5692,1048.505346,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/4/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2286,1436.001809,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/4/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,24459,1815.329099,,,449433.5318,2612632655
7,Galway,Low,258058,11/4/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2391,926.535895,,,1972288.286,17079158586
8,Kerry,Low,147707,11/4/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1164,788.0466058,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/4/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3811,1712.778197,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/4/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,806,812.2379877,,,453397.5722,5585391835
11,Laois,Medium,84697,11/4/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,857,1011.842214,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/4/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,230,717.7630758,,,453253.685,4618679673
13,Limerick,Medium,194899,11/4/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2151,1103.648556,,,673892.6905,7206726912
