ORIGID,CountyName,Covid Density,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,SHAPE_Length,SHAPE_Area
21,Sligo,Medium,65535,11/14/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,702,1071.183337,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/14/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1369,858.0220992,,,781276.5797,11551196729
23,Waterford,Low,116176,11/14/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,920,791.9019419,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/14/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1518,1710.037175,,,422669.3327,5208705730
25,Wexford,Low,149722,11/14/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1161,775.4371435,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/14/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1426,1001.228717,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/15/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,594,1043.349961,,,319348.5725,2432351721
2,Cavan,High,76176,11/15/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2137,2805.345516,,,515954.4965,5575009911
3,Clare,Medium,118817,11/15/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1441,1212.789416,,,1013948.95,8722541706
4,Cork,Medium,542868,11/15/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6024,1109.662017,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/15/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2608,1638.27328,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/15/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25707,1907.954747,,,449433.5318,2612632655
7,Galway,Medium,258058,11/15/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2537,983.1123236,,,1972288.286,17079158586
8,Kerry,Low,147707,11/15/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1274,862.5183641,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/15/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3957,1778.394995,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/15/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,892,898.9035795,,,453397.5722,5585391835
11,Laois,Medium,84697,11/15/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,935,1103.935204,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/15/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,260,811.3843465,,,453253.685,4618679673
13,Limerick,Medium,194899,11/15/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2507,1286.307267,,,673892.6905,7206726912
14,Longford,Medium,40873,11/15/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,620,1516.893793,,,315245.1728,3097977869
15,Louth,Medium,128884,11/15/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1906,1478.849198,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/15/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1335,1022.933636,,,2101964.077,16036984139
17,Meath,Medium,195044,11/15/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3246,1664.239864,,,554844.7505,6658570746
18,Monaghan,High,61386,11/15/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1189,1936.923729,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/15/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1128,1446.877285,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/15/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,880,1363.411006,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/15/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,707,1078.812848,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/15/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1390,871.1838699,,,781276.5797,11551196729
23,Waterford,Low,116176,11/15/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,941,809.9779645,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/15/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1514,1705.531148,,,422669.3327,5208705730
25,Wexford,Low,149722,11/15/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1164,777.4408571,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/15/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1427,1001.930841,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/16/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,599,1052.132368,,,319348.5725,2432351721
2,Cavan,High,76176,11/16/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2141,2810.596513,,,515954.4965,5575009911
3,Clare,Medium,118817,11/16/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1445,1216.155937,,,1013948.95,8722541706
4,Cork,Medium,542868,11/16/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6060,1116.293464,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/16/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2642,1659.631137,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/16/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25792,1914.263385,,,449433.5318,2612632655
7,Galway,Medium,258058,11/16/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2551,988.5374606,,,1972288.286,17079158586
8,Kerry,Low,147707,11/16/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1278,865.226428,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/16/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3966,1782.439866,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/16/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,898,904.9500161,,,453397.5722,5585391835
11,Laois,Medium,84697,11/16/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,936,1105.115884,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/16/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,260,811.3843465,,,453253.685,4618679673
13,Limerick,Medium,194899,11/16/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2545,1305.804545,,,673892.6905,7206726912
14,Longford,Medium,40873,11/16/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,621,1519.340396,,,315245.1728,3097977869
15,Louth,Medium,128884,11/16/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1919,1488.935787,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/16/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1342,1028.297333,,,2101964.077,16036984139
17,Meath,Medium,195044,11/16/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3259,1670.905027,,,554844.7505,6658570746
18,Monaghan,High,61386,11/16/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1190,1938.552764,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/16/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1132,1452.008055,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/16/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,904,1400.594943,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/16/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,709,1081.864652,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/16/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1409,883.0921387,,,781276.5797,11551196729
23,Waterford,Low,116176,11/16/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,957,823.7501722,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/16/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1526,1719.049228,,,422669.3327,5208705730
25,Wexford,Low,149722,11/16/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1166,778.7766661,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/16/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1432,1005.44146,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/17/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,601,1055.645331,,,319348.5725,2432351721
2,Cavan,High,76176,11/17/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2150,2822.411258,,,515954.4965,5575009911
3,Clare,Medium,118817,11/17/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1453,1222.888981,,,1013948.95,8722541706
4,Cork,Medium,542868,11/17/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6087,1121.267048,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/17/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2678,1682.245339,,,2145085.774,14624041937
6,Dublin,Medium,1347359,11/17/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,25894,1921.83375,,,449433.5318,2612632655
7,Galway,Medium,258058,11/17/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2570,995.9001465,,,1972288.286,17079158586
8,Kerry,Low,147707,11/17/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1288,871.9965878,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/17/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,3980,1788.731888,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/17/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,909,916.03515,,,453397.5722,5585391835
11,Laois,Medium,84697,11/17/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,937,1106.296563,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/17/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,262,817.6257646,,,453253.685,4618679673
13,Limerick,Medium,194899,11/17/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2566,1316.579356,,,673892.6905,7206726912
14,Longford,Medium,40873,11/17/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,622,1521.786999,,,315245.1728,3097977869
15,Louth,Medium,128884,11/17/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1940,1505.229509,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/17/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1352,1035.959757,,,2101964.077,16036984139
17,Meath,Medium,195044,11/17/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3290,1686.798876,,,554844.7505,6658570746
18,Monaghan,High,61386,11/17/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1193,1943.439872,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/17/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1136,1457.138826,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/17/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,912,1412.989588,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/17/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,714,1089.494163,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/17/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1415,886.8526446,,,781276.5797,11551196729
23,Waterford,Low,116176,11/17/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,963,828.91475,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/17/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1530,1723.555255,,,422669.3327,5208705730
25,Wexford,Low,149722,11/17/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1168,780.1124751,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/17/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1434,1006.845708,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/18/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,610,1071.453664,,,319348.5725,2432351721
2,Cavan,High,76176,11/18/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2157,2831.600504,,,515954.4965,5575009911
3,Clare,Medium,118817,11/18/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1458,1227.097133,,,1013948.95,8722541706
4,Cork,Medium,542868,11/18/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6130,1129.187943,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/18/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2704,1698.577818,,,2145085.774,14624041937
6,Dublin,High,1347359,11/18/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,26064,1934.451026,,,449433.5318,2612632655
7,Galway,Medium,258058,11/18/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2574,997.4501856,,,1972288.286,17079158586
8,Kerry,Low,147707,11/18/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1291,874.0276358,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/18/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,4003,1799.068781,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/18/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,918,925.1048049,,,453397.5722,5585391835
11,Laois,Medium,84697,11/18/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,940,1109.838601,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/18/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,264,823.8671826,,,453253.685,4618679673
13,Limerick,Medium,194899,11/18/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2581,1324.27565,,,673892.6905,7206726912
14,Longford,Medium,40873,11/18/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,622,1521.786999,,,315245.1728,3097977869
15,Louth,Medium,128884,11/18/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1961,1521.52323,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/18/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1360,1042.089696,,,2101964.077,16036984139
17,Meath,Medium,195044,11/18/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3311,1697.565677,,,554844.7505,6658570746
18,Monaghan,High,61386,11/18/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1200,1954.843124,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/18/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1142,1464.834982,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/18/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,918,1422.285573,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/18/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,716,1092.545968,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/18/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1427,894.3736564,,,781276.5797,11551196729
23,Waterford,Low,116176,11/18/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,970,834.9400909,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/18/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1534,1728.061282,,,422669.3327,5208705730
25,Wexford,Low,149722,11/18/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1176,785.4557113,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/18/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1441,1011.760576,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/19/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,613,1076.723108,,,319348.5725,2432351721
2,Cavan,High,76176,11/19/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2161,2836.851502,,,515954.4965,5575009911
3,Clare,Medium,118817,11/19/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,1465,1232.988545,,,1013948.95,8722541706
4,Cork,Medium,542868,11/19/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,6158,1134.345734,,,2129949.409,19529490886
5,Donegal,Medium,159192,11/19/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,2726,1712.397608,,,2145085.774,14624041937
6,Dublin,High,1347359,11/19/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,26164,1941.872953,,,449433.5318,2612632655
7,Galway,Medium,258058,11/19/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,2580,999.7752443,,,1972288.286,17079158586
8,Kerry,Low,147707,11/19/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,1296,877.4127157,,,1753779.819,12483603408
9,Kildare,Medium,222504,11/19/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,4011,1802.664222,,,422182.0368,4726063622
10,Kilkenny,Low,99232,11/19/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,920,927.1202838,,,453397.5722,5585391835
11,Laois,Medium,84697,11/19/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,945,1115.741998,,,398512.4622,4731211499
12,Leitrim,Low,32044,11/19/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,264,823.8671826,,,453253.685,4618679673
13,Limerick,Medium,194899,11/19/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,2593,1330.432686,,,673892.6905,7206726912
14,Longford,Medium,40873,11/19/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,627,1534.020013,,,315245.1728,3097977869
15,Louth,Medium,128884,11/19/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,1989,1543.248192,,,352203.5172,2386326963
16,Mayo,Medium,130507,11/19/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,1374,1052.81709,,,2101964.077,16036984139
17,Meath,Medium,195044,11/19/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,3339,1711.921413,,,554844.7505,6658570746
18,Monaghan,High,61386,11/19/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,1206,1964.617339,,,392803.0473,3768943157
19,Offaly,Medium,77961,11/19/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,1144,1467.400367,,,561440.3786,5558826350
20,Roscommon,Medium,64544,11/19/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,921,1426.933565,,,622494.1546,7278743876
21,Sligo,Medium,65535,11/19/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,723,1103.227283,,,682286.8703,5348370378
22,Tipperary,Low,159553,11/19/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,1430,896.2539094,,,781276.5797,11551196729
23,Waterford,Low,116176,11/19/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,979,842.6869577,,,643184.904,4848379555
24,Westmeath,Medium,88770,11/19/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,1535,1729.187789,,,422669.3327,5208705730
25,Wexford,Low,149722,11/19/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,1183,790.1310429,,,589324.4767,6332221063
26,Wicklow,Medium,142425,11/19/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,1459,1024.398806,,,427539.1986,5580728579
1,Carlow,Medium,56932,11/20/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,614,1078.47959,,,319348.5725,2432351721
2,Cavan,High,76176,11/20/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,2166,2843.415249,,,515954.4965,5575009911
